May 14, 2020 9:00:29 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
May 14, 2020 9:00:29 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
May 14, 2020 9:00:29 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /home/nktoan/share/device-mgmt/package/apache-karaf-4.2.8/lock
May 14, 2020 9:00:29 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
May 14, 2020 9:00:29 AM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2020-05-14T09:00:30,696 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 7 - org.ops4j.pax.logging.pax-logging-log4j2 - 1.11.4 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2020-05-14T09:01:23,721 | INFO  | paxweb-config-1-thread-1 | AbstractConnector                | 196 - org.eclipse.jetty.util - 9.4.22.v20191022 | Stopped default@5c9629dd{HTTP/1.1,[http/1.1]}{0.0.0.0:8181}
2020-05-14T09:01:23,723 | INFO  | paxweb-config-1-thread-1 | session                          | 196 - org.eclipse.jetty.util - 9.4.22.v20191022 | node0 Stopped scavenging
2020-05-14T09:01:23,733 | INFO  | paxweb-config-1-thread-1 | Activator                        | 226 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | ServerControllerFactory is gone, HTTP Service is not available now.
2020-05-14T09:01:23,749 | INFO  | features-3-thread-1 | Activator                        | 226 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | Pax Web stopped
2020-05-14T09:01:23,755 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.ops4j.pax.web.pax-web-jetty/7.2.14
2020-05-14T09:01:23,763 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Installing bundles:
2020-05-14T09:01:23,763 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.karaf.web/org.apache.karaf.web.core/4.2.8
2020-05-14T09:01:23,772 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.eclipse.jdt.core.compiler/ecj/4.5.1
2020-05-14T09:01:23,804 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.ops4j.pax.url/pax-url-war/2.6.1/jar/uber
2020-05-14T09:01:23,826 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.ops4j.pax.web/pax-web-deployer/7.2.14
2020-05-14T09:01:23,831 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.ops4j.pax.web/pax-web-descriptor/7.2.14
2020-05-14T09:01:23,845 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.ops4j.pax.web/pax-web-extender-war/7.2.14
2020-05-14T09:01:23,853 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.ops4j.pax.web/pax-web-extender-whiteboard/7.2.14
2020-05-14T09:01:23,859 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.ops4j.pax.web/pax-web-jsp/7.2.14
2020-05-14T09:01:23,892 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Refreshing bundles:
2020-05-14T09:01:23,892 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     com.tma.apa.training.device.management.device-mgmt-impl/1.0.0.SNAPSHOT (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,893 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-core/3.3.5 (Wired to org.apache.cxf.cxf-rt-transports-http-jetty/3.3.5 which is being refreshed)
2020-05-14T09:01:23,893 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-bindings-coloc/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,894 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-bindings-corba/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,894 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-bindings-soap/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,895 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-bindings-xml/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,895 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-databinding-aegis/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,895 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-databinding-jaxb/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,897 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-features-clustering/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,898 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-features-logging/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,898 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-features-metrics/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,899 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-features-throttling/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,899 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-frontend-jaxrs/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,899 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-frontend-jaxws/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,900 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-frontend-js/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,900 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-frontend-simple/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,900 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-javascript/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,900 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-management/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,901 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-rs-client/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,901 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-rs-extension-providers/3.3.5 (Wired to org.apache.cxf.cxf-rt-databinding-aegis/3.3.5 which is being refreshed)
2020-05-14T09:01:23,902 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-rs-extension-search/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,902 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-rs-json-basic/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,903 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-rs-service-description/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,903 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-security/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,903 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-security-saml/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,904 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-transports-http/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,904 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-transports-http-jetty/3.3.5 (Should be wired to: org.eclipse.jetty.http/9.4.22.v20191022 (through [org.apache.cxf.cxf-rt-transports-http-jetty/3.3.5] osgi.wiring.package; filter:="(&(osgi.wiring.package=org.eclipse.jetty.http)(version>=9.2.0)(!(version>=10.0.0)))"))
2020-05-14T09:01:23,905 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-transports-jms/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,905 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-transports-local/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,906 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-transports-udp/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,906 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-ws-addr/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,906 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-ws-mex/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,907 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-ws-policy/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,907 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-ws-rm/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,907 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-ws-security/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,908 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.cxf-rt-wsdl/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,908 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.apache.cxf.karaf.cxf-karaf-commands/3.3.5 (Wired to org.apache.cxf.cxf-core/3.3.5 which is being refreshed)
2020-05-14T09:01:23,909 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.client/9.4.22.v20191022 (Should be wired to: org.eclipse.jetty.http/9.4.22.v20191022 (through [org.eclipse.jetty.client/9.4.22.v20191022] osgi.wiring.package; filter:="(&(osgi.wiring.package=org.eclipse.jetty.http)(version>=9.4.22)(!(version>=10.0.0)))"))
2020-05-14T09:01:23,909 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.deploy/9.4.22.v20191022 (Wired to org.eclipse.jetty.server/9.4.22.v20191022 which is being refreshed)
2020-05-14T09:01:23,910 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.jaas/9.4.22.v20191022 (Wired to org.eclipse.jetty.security/9.4.22.v20191022 which is being refreshed)
2020-05-14T09:01:23,911 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.jndi/9.4.22.v20191022 (Wired to org.eclipse.jetty.server/9.4.22.v20191022 which is being refreshed)
2020-05-14T09:01:23,911 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.plus/9.4.22.v20191022 (Wired to org.eclipse.jetty.jndi/9.4.22.v20191022 which is being refreshed)
2020-05-14T09:01:23,912 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.proxy/9.4.22.v20191022 (Wired to org.eclipse.jetty.client/9.4.22.v20191022 which is being refreshed)
2020-05-14T09:01:23,914 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.rewrite/9.4.22.v20191022 (Should be wired to: org.eclipse.jetty.http/9.4.22.v20191022 (through [org.eclipse.jetty.rewrite/9.4.22.v20191022] osgi.wiring.package; filter:="(&(osgi.wiring.package=org.eclipse.jetty.http)(version>=9.4.22)(!(version>=10.0.0)))"))
2020-05-14T09:01:23,914 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.security/9.4.22.v20191022 (Should be wired to: org.eclipse.jetty.http/9.4.22.v20191022 (through [org.eclipse.jetty.security/9.4.22.v20191022] osgi.wiring.package; filter:="(&(osgi.wiring.package=org.eclipse.jetty.http)(version>=9.4.22)(!(version>=10.0.0)))"))
2020-05-14T09:01:23,915 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.security.jaspi/9.4.22.v20191022 (Wired to org.eclipse.jetty.security/9.4.22.v20191022 which is being refreshed)
2020-05-14T09:01:23,915 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.server/9.4.22.v20191022 (Should be wired to: org.eclipse.jetty.http/9.4.22.v20191022 (through [org.eclipse.jetty.server/9.4.22.v20191022] osgi.wiring.package; filter:="(&(osgi.wiring.package=org.eclipse.jetty.http)(version>=9.4.22)(!(version>=10.0.0)))"))
2020-05-14T09:01:23,915 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.servlet/9.4.22.v20191022 (Wired to org.eclipse.jetty.security/9.4.22.v20191022 which is being refreshed)
2020-05-14T09:01:23,916 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.servlets/9.4.22.v20191022 (Wired to org.eclipse.jetty.server/9.4.22.v20191022 which is being refreshed)
2020-05-14T09:01:23,916 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.webapp/9.4.22.v20191022 (Wired to org.eclipse.jetty.security/9.4.22.v20191022 which is being refreshed)
2020-05-14T09:01:23,917 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.websocket.client/9.4.22.v20191022 (Wired to org.eclipse.jetty.client/9.4.22.v20191022 which is being refreshed)
2020-05-14T09:01:23,917 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.websocket.javax.websocket/9.4.22.v20191022 (Wired to org.eclipse.jetty.client/9.4.22.v20191022 which is being refreshed)
2020-05-14T09:01:23,918 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.websocket.javax.websocket.server/9.4.22.v20191022 (Wired to org.eclipse.jetty.client/9.4.22.v20191022 which is being refreshed)
2020-05-14T09:01:23,918 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.eclipse.jetty.websocket.server/9.4.22.v20191022 (Wired to org.eclipse.jetty.server/9.4.22.v20191022 which is being refreshed)
2020-05-14T09:01:23,918 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.ops4j.pax.web.pax-web-jetty/7.2.14 (Wired to org.eclipse.jetty.security/9.4.22.v20191022 which is being refreshed)
2020-05-14T09:01:23,919 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     org.ops4j.pax.web.pax-web-runtime/7.2.14 (Should be wired to: org.ops4j.pax.web.pax-web-jsp/7.2.14 (through [org.ops4j.pax.web.pax-web-runtime/7.2.14] osgi.wiring.package; resolution:=optional; filter:="(&(osgi.wiring.package=org.ops4j.pax.web.jsp)(version>=7.2.14))"))
2020-05-14T09:01:24,329 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Starting bundles:
2020-05-14T09:01:24,350 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jdt.core.compiler.batch/3.11.1.v20150902-1521
2020-05-14T09:01:24,354 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.server/9.4.22.v20191022
2020-05-14T09:01:24,368 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.servlets/9.4.22.v20191022
2020-05-14T09:01:24,375 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.security/9.4.22.v20191022
2020-05-14T09:01:24,388 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.servlet/9.4.22.v20191022
2020-05-14T09:01:24,399 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.webapp/9.4.22.v20191022
2020-05-14T09:01:24,408 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.deploy/9.4.22.v20191022
2020-05-14T09:01:24,417 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.ops4j.pax.web.pax-web-descriptor/7.2.14
2020-05-14T09:01:24,419 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.client/9.4.22.v20191022
2020-05-14T09:01:24,426 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.ops4j.pax.web.pax-web-jsp/7.2.14
2020-05-14T09:01:24,429 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.ops4j.pax.url.war/2.6.1
2020-05-14T09:01:24,493 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.rewrite/9.4.22.v20191022
2020-05-14T09:01:24,519 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.ops4j.pax.web.pax-web-deployer/7.2.14
2020-05-14T09:01:24,535 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.websocket.client/9.4.22.v20191022
2020-05-14T09:01:24,566 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.websocket.javax.websocket/9.4.22.v20191022
2020-05-14T09:01:24,585 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.jndi/9.4.22.v20191022
2020-05-14T09:01:24,595 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.security.jaspi/9.4.22.v20191022
2020-05-14T09:01:24,610 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.plus/9.4.22.v20191022
2020-05-14T09:01:24,625 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.websocket.server/9.4.22.v20191022
2020-05-14T09:01:24,658 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.ops4j.pax.web.pax-web-extender-war/7.2.14
2020-05-14T09:01:24,907 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.jaas/9.4.22.v20191022
2020-05-14T09:01:24,943 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.websocket.javax.websocket.server/9.4.22.v20191022
2020-05-14T09:01:25,011 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.eclipse.jetty.proxy/9.4.22.v20191022
2020-05-14T09:01:25,067 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.ops4j.pax.web.pax-web-jetty/7.2.14
2020-05-14T09:01:25,107 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.ops4j.pax.web.pax-web-runtime/7.2.14
2020-05-14T09:01:25,202 | INFO  | features-3-thread-1 | Activator                        | 226 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | EventAdmin support enabled, servlet events will be postet to topics.
2020-05-14T09:01:25,208 | INFO  | features-3-thread-1 | Activator                        | 226 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | LogService support enabled, log events will be created.
2020-05-14T09:01:25,211 | INFO  | fileinstall-/home/nktoan/share/device-mgmt/package/apache-karaf-4.2.8/deploy | fileinstall                      | 10 - org.apache.felix.fileinstall - 3.6.4 | Installing bundle  / 0.0.0
2020-05-14T09:01:25,225 | INFO  | features-3-thread-1 | Activator                        | 226 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | Pax Web started
2020-05-14T09:01:25,242 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.web.core/4.2.8
2020-05-14T09:01:25,296 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.web.core/4.2.8
2020-05-14T09:01:25,297 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.ops4j.pax.web.pax-web-extender-whiteboard/7.2.14
2020-05-14T09:01:25,385 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-ws-policy/3.3.5
2020-05-14T09:01:25,455 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-management/3.3.5
2020-05-14T09:01:25,459 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-security/3.3.5
2020-05-14T09:01:25,461 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-wsdl/3.3.5
2020-05-14T09:01:25,463 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-bindings-soap/3.3.5
2020-05-14T09:01:25,495 | INFO  | paxweb-config-4-thread-1 | JettyFactoryImpl                 | 225 - org.ops4j.pax.web.pax-web-jetty - 7.2.14 | No ALPN class available
2020-05-14T09:01:25,496 | INFO  | paxweb-config-4-thread-1 | JettyFactoryImpl                 | 225 - org.ops4j.pax.web.pax-web-jetty - 7.2.14 | HTTP/2 not available, creating standard ServerConnector for Http
2020-05-14T09:01:25,500 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-databinding-jaxb/3.3.5
2020-05-14T09:01:25,502 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-frontend-simple/3.3.5
